Date,Close,Dividends
,SPY,SPY
1993-01-29,24.313032150268555,0.0
1993-02-01,24.485958099365234,0.0
1993-02-02,24.53782844543457,0.0
1993-02-03,24.797218322753906,0.0
1993-02-04,24.900978088378906,0.0
1993-02-05,24.883689880371094,0.0
1993-02-08,24.883689880371094,0.0
1993-02-09,24.71075439453125,0.0
1993-02-10,24.7453556060791,0.0
1993-02-11,24.866390228271484,0.0
1993-02-12,24.676185607910156,0.0
1993-02-16,24.05365562438965,0.0
1993-02-17,24.036357879638672,0.0
1993-02-18,24.01906394958496,0.0
1993-02-19,24.105545043945312,0.0
1993-02-22,24.191986083984375,0.0
1993-02-23,24.174705505371094,0.0
1993-02-24,24.485958099365234,0.0
1993-02-25,24.53782844543457,0.0
1993-02-26,24.572425842285156,0.0
1993-03-01,24.50323486328125,0.0
1993-03-02,24.866390228271484,0.0
1993-03-03,24.970134735107422,0.0
1993-03-04,24.831804275512695,0.0
1993-03-05,24.76264190673828,0.0
1993-03-08,25.315994262695312,0.0
1993-03-09,25.229530334472656,0.0
1993-03-10,25.281414031982422,0.0
1993-03-11,25.212238311767578,0.0
1993-03-12,24.952861785888672,0.0
1993-03-15,25.073902130126953,0.0
1993-03-16,25.073902130126953,0.0
1993-03-17,24.918272018432617,0.0
1993-03-18,25.073902130126953,0.0
1993-03-19,25.03595733642578,0.213
1993-03-22,24.896957397460938,0.0
1993-03-23,24.949077606201172,0.0
1993-03-24,24.949077606201172,0.0
1993-03-25,25.105453491210938,0.0
1993-03-26,24.966463088989258,0.0
1993-03-29,25.07070541381836,0.0
1993-03-30,25.140201568603516,0.0
1993-03-31,25.122825622558594,0.0
1993-04-01,25.03595733642578,0.0
1993-04-02,24.514734268188477,0.0
1993-04-05,24.636350631713867,0.0
1993-04-06,24.566858291625977,0.0
1993-04-07,24.653718948364258,0.0
1993-04-08,24.618961334228516,0.0
1993-04-12,24.966463088989258,0.0
1993-04-13,25.018583297729492,0.0
1993-04-14,24.98383331298828,0.0
1993-04-15,24.98383331298828,0.0
1993-04-16,24.98383331298828,0.0
1993-04-19,24.879596710205078,0.0
1993-04-20,24.757970809936523,0.0
1993-04-21,24.7406005859375,0.0
1993-04-22,24.427854537963867,0.0
1993-04-23,24.323619842529297,0.0
1993-04-26,24.132503509521484,0.0
1993-04-27,24.39311408996582,0.0
1993-04-28,24.340988159179688,0.0
1993-04-29,24.44523811340332,0.0
1993-04-30,24.47997283935547,0.0
1993-05-03,24.636350631713867,0.0
1993-05-04,24.72322654724121,0.0
1993-05-05,24.792724609375,0.0
1993-05-06,24.705839157104492,0.0
1993-05-07,24.653718948364258,0.0
1993-05-10,24.705839157104492,0.0
1993-05-11,24.810091018676758,0.0
1993-05-12,24.775346755981445,0.0
1993-05-13,24.47997283935547,0.0
1993-05-14,24.462600708007812,0.0
1993-05-17,24.549488067626953,0.0
1993-05-18,24.532108306884766,0.0
1993-05-19,25.03595733642578,0.0
1993-05-20,25.105453491210938,0.0
1993-05-21,24.879596710205078,0.0
1993-05-24,24.98383331298828,0.0
1993-05-25,25.03595733642578,0.0
1993-05-26,25.34868812561035,0.0
1993-05-27,25.261808395385742,0.0
1993-05-28,25.140201568603516,0.0
1993-06-01,25.383445739746094,0.0
1993-06-02,25.34868812561035,0.0
1993-06-03,25.261808395385742,0.0
1993-06-04,25.174945831298828,0.0
1993-06-07,25.088069915771484,0.0
1993-06-08,24.862226486206055,0.0
1993-06-09,24.949077606201172,0.0
1993-06-10,24.966463088989258,0.0
1993-06-11,25.07070541381836,0.0
1993-06-14,25.03595733642578,0.0
1993-06-15,24.98383331298828,0.0
1993-06-16,25.03595733642578,0.0
1993-06-17,25.122825622558594,0.0
1993-06-18,24.915943145751953,0.318
1993-06-21,24.96843147277832,0.0
1993-06-22,24.985937118530273,0.0
1993-06-23,24.758474349975586,0.0
1993-06-24,25.090909957885742,0.0
1993-06-25,25.07340431213379,0.0
1993-06-28,25.35336685180664,0.0
1993-06-29,25.230884552001953,0.0
1993-06-30,25.230884552001953,0.0
1993-07-01,25.160900115966797,0.0
1993-07-02,25.020925521850586,0.0
1993-07-06,24.758474349975586,0.0
1993-07-07,24.82843780517578,0.0
1993-07-08,25.10841178894043,0.0
1993-07-09,25.178403854370117,0.0
1993-07-12,25.160900115966797,0.0
1993-07-13,25.143402099609375,0.0
1993-07-14,25.230884552001953,0.0
1993-07-15,25.125900268554688,0.0
1993-07-16,25.055923461914062,0.0
1993-07-19,25.03843116760254,0.0
1993-07-20,25.10841178894043,0.0
1993-07-21,25.090909957885742,0.0
1993-07-22,24.915943145751953,0.0
1993-07-23,25.03843116760254,0.0
1993-07-26,25.178403854370117,0.0
1993-07-27,25.160900115966797,0.0
1993-07-28,25.10841178894043,0.0
1993-07-29,25.248388290405273,0.0
1993-07-30,25.10841178894043,0.0
1993-08-02,25.178403854370117,0.0
1993-08-03,25.195890426635742,0.0
1993-08-04,25.195890426635742,0.0
1993-08-05,25.143402099609375,0.0
1993-08-06,25.178403854370117,0.0
1993-08-09,25.31837272644043,0.0
1993-08-10,25.300878524780273,0.0
1993-08-11,25.300878524780273,0.0
1993-08-12,25.230884552001953,0.0
1993-08-13,25.265878677368164,0.0
1993-08-16,25.405851364135742,0.0
1993-08-17,25.493335723876953,0.0
1993-08-18,25.633329391479492,0.0
1993-08-19,25.633329391479492,0.0
1993-08-20,25.650821685791016,0.0
1993-08-23,25.598329544067383,0.0
1993-08-24,25.878280639648438,0.0
1993-08-25,25.89577865600586,0.0
1993-08-26,25.91328239440918,0.0
1993-08-27,25.89577865600586,0.0
1993-08-30,26.000768661499023,0.0
1993-08-31,26.070762634277344,0.0
1993-09-01,26.035755157470703,0.0
1993-09-02,25.948266983032227,0.0
1993-09-03,25.965778350830078,0.0
1993-09-07,25.790788650512695,0.0
1993-09-08,25.70331382751465,0.0
1993-09-09,25.75579833984375,0.0
1993-09-10,25.983266830444336,0.0
1993-09-13,26.000768661499023,0.0
1993-09-14,25.89577865600586,0.0
1993-09-15,25.965778350830078,0.0
1993-09-16,25.860774993896484,0.0
1993-09-17,25.810646057128906,0.286
1993-09-20,25.599355697631836,0.0
1993-09-21,25.511335372924805,0.0
1993-09-22,25.722623825073242,0.0
1993-09-23,25.863462448120117,0.0
1993-09-24,25.79305076599121,0.0
1993-09-27,26.074735641479492,0.0
1993-09-28,26.02191162109375,0.0
1993-09-29,25.93389129638672,0.0
1993-09-30,25.88106346130371,0.0
1993-10-01,26.004302978515625,0.0
1993-10-04,26.039531707763672,0.0
1993-10-05,26.004302978515625,0.0
1993-10-06,25.986696243286133,0.0
1993-10-07,25.916278839111328,0.0
1993-10-08,25.95149040222168,0.0
