Date,Close,Dividends
,EFA,EFA
2001-08-27,22.60434913635254,0.0
2001-08-28,22.345754623413086,0.0
2001-08-29,22.243732452392578,0.0
2001-08-30,21.92710304260254,0.0
2001-08-31,21.979875564575195,0.0
2001-09-04,21.478525161743164,0.0
2001-09-05,21.346601486206055,0.0
2001-09-06,20.86285400390625,0.0
2001-09-07,20.73971176147461,0.0
2001-09-10,20.502233505249023,0.0
2001-09-17,19.60509490966797,0.0
2001-09-18,19.44677734375,0.0
2001-09-19,19.394004821777344,0.0
2001-09-20,18.549644470214844,0.0
2001-09-21,18.030704498291016,0.0
2001-09-24,18.866281509399414,0.0
2001-09-25,19.086158752441406,0.0
2001-09-26,19.18291664123535,0.0
2001-09-27,19.485477447509766,0.0
2001-09-28,19.86543846130371,0.0
2001-10-01,19.758136749267578,0.0
2001-10-02,19.82789421081543,0.055333
2001-10-03,20.030494689941406,0.0
2001-10-04,20.243656158447266,0.0
2001-10-05,20.275367736816406,0.0
2001-10-08,20.15380859375,0.0
2001-10-09,20.100967407226562,0.0
2001-10-10,20.506149291992188,0.0
2001-10-11,20.6470890045166,0.0
2001-10-12,20.620668411254883,0.0
2001-10-15,20.294748306274414,0.0
2001-10-16,20.576616287231445,0.0
2001-10-17,20.594236373901367,0.0
2001-10-18,20.426876068115234,0.0
2001-10-19,20.224281311035156,0.0
2001-10-22,20.36522102355957,0.0
2001-10-23,20.527294158935547,0.0
2001-10-24,20.733407974243164,0.0
2001-10-25,20.703458786010742,0.0
2001-10-26,20.83735466003418,0.0
2001-10-29,20.402210235595703,0.0
2001-10-30,20.171430587768555,0.0
2001-10-31,20.227807998657227,0.0
2001-11-01,20.654136657714844,0.0
2001-11-02,20.652376174926758,0.0
2001-11-05,20.858488082885742,0.0
2001-11-06,21.075185775756836,0.0
2001-11-07,20.88492202758789,0.0
2001-11-08,21.034666061401367,0.0
2001-11-09,20.999427795410156,0.0
2001-11-12,20.717557907104492,0.0
2001-11-13,20.907821655273438,0.0
2001-11-14,20.928956985473633,0.0
2001-11-15,21.018802642822266,0.0
2001-11-16,21.136837005615234,0.0
2001-11-19,21.242544174194336,0.0
2001-11-20,21.096330642700195,0.0
2001-11-21,21.041706085205078,0.0
2001-11-23,21.108652114868164,0.0
2001-11-26,21.31300926208496,0.0
2001-11-27,21.147409439086914,0.0
2001-11-28,20.77921485900879,0.0
2001-11-29,20.82502555847168,0.0
2001-11-30,20.904300689697266,0.0
2001-12-03,20.726367950439453,0.0
2001-12-04,21.020566940307617,0.0
2001-12-05,21.52617645263672,0.0
2001-12-06,21.593122482299805,0.0
2001-12-07,21.267208099365234,0.0
2001-12-10,20.858488082885742,0.0
2001-12-11,20.900772094726562,0.0
2001-12-12,20.98709487915039,0.0
2001-12-13,20.490299224853516,0.0
2001-12-14,20.60833168029785,0.0
2001-12-17,20.853212356567383,0.0
2001-12-18,20.909584045410156,0.0
2001-12-19,20.691131591796875,0.0
2001-12-20,20.590709686279297,0.0
2001-12-21,20.694652557373047,0.0
2001-12-24,20.6174373626709,0.027333
2001-12-26,20.599811553955078,0.0
2001-12-27,20.873062133789062,0.0
2001-12-28,21.038772583007812,0.0
2001-12-31,21.031728744506836,0.0
2002-01-02,21.148080825805664,0.0
