Date,Close,Dividends
,EEM,EEM
2003-04-14,7.340265274047852,0.0
2003-04-15,7.427475452423096,0.0
2003-04-16,7.513232707977295,0.0
2003-04-17,7.567013740539551,0.0
2003-04-21,7.564105987548828,0.0
2003-04-22,7.589545249938965,0.0
2003-04-23,7.625154495239258,0.0
2003-04-24,7.474715709686279,0.0
2003-04-25,7.351166725158691,0.0
2003-04-28,7.472537517547607,0.0
2003-04-29,7.685474395751953,0.0
2003-04-30,7.663671970367432,0.0
2003-05-01,7.633877277374268,0.0
2003-05-02,7.750884056091309,0.0
2003-05-05,7.8344597816467285,0.0
2003-05-06,7.874429702758789,0.0
2003-05-07,7.85990047454834,0.0
2003-05-08,7.7908525466918945,0.0
2003-05-09,7.882425785064697,0.0
2003-05-12,7.9921674728393555,0.0
2003-05-13,7.947108745574951,0.0
2003-05-14,7.907135963439941,0.0
2003-05-15,7.923126220703125,0.0
2003-05-16,7.9289422035217285,0.0
2003-05-19,7.739981651306152,0.0
2003-05-20,7.778501510620117,0.0
2003-05-21,7.785039901733398,0.0
2003-05-22,7.855537414550781,0.0
2003-05-23,7.936206340789795,0.0
2003-05-27,8.220369338989258,0.0
2003-05-28,8.2559814453125,0.0
2003-05-29,8.266880989074707,0.0
2003-05-30,8.362814903259277,0.0
2003-06-02,8.423133850097656,0.0
2003-06-03,8.359179496765137,0.0
2003-06-04,8.466740608215332,0.0
2003-06-05,8.47546100616455,0.0
2003-06-06,8.554680824279785,0.0
2003-06-09,8.481278419494629,0.0
2003-06-10,8.568487167358398,0.0
2003-06-11,8.575754165649414,0.0
2003-06-12,8.640434265136719,0.0
2003-06-13,8.637531280517578,0.0
2003-06-16,8.730554580688477,0.0
2003-06-17,8.910063743591309,0.0
2003-06-18,8.877359390258789,0.0
2003-06-19,8.877359390258789,0.0
2003-06-20,8.877359390258789,0.0
2003-06-23,8.659333229064941,0.0
2003-06-24,8.595376968383789,0.0
2003-06-25,8.66659927368164,0.0
2003-06-26,8.760351181030273,0.0
2003-06-27,8.719653129577637,0.0
2003-06-30,8.713838577270508,0.0
2003-07-01,8.808319091796875,0.0
2003-07-02,9.01544189453125,0.0
2003-07-03,9.040882110595703,0.0
2003-07-07,9.264723777770996,0.0
2003-07-08,9.290884017944336,0.0
2003-07-09,9.269082069396973,0.0
2003-07-10,9.106287956237793,0.0
2003-07-11,9.182600021362305,0.0
2003-07-14,9.343937873840332,0.0
2003-07-15,9.226203918457031,0.0
2003-07-16,9.233471870422363,0.0
2003-07-17,8.9921875,0.0
2003-07-18,9.112104415893555,0.0
2003-07-21,8.991459846496582,0.0
2003-07-22,9.099023818969727,0.0
2003-07-23,9.040882110595703,0.0
2003-07-24,9.084484100341797,0.0
2003-07-25,9.233471870422363,0.0
2003-07-28,9.284343719482422,0.0
2003-07-29,9.232016563415527,0.0
2003-07-30,9.164430618286133,0.0
2003-07-31,9.208037376403809,0.0
2003-08-01,9.228384017944336,0.0
2003-08-04,9.187685012817383,0.0
2003-08-05,9.088848114013672,0.0
2003-08-06,9.048150062561035,0.0
2003-08-07,9.11428165435791,0.0
2003-08-08,9.175331115722656,0.0
2003-08-11,9.215302467346191,0.0
2003-08-12,9.251640319824219,0.0
2003-08-13,9.382458686828613,0.0
2003-08-14,9.50600814819336,0.0
2003-08-15,9.411528587341309,0.0
2003-08-18,9.612113952636719,0.0
2003-08-19,9.659353256225586,0.0
2003-08-20,9.660804748535156,0.0
2003-08-21,9.838133811950684,0.0
2003-08-22,9.88827896118164,0.0
2003-08-25,9.81124496459961,0.0
2003-08-26,9.691329002380371,0.0
2003-08-27,9.803977966308594,0.0
2003-08-28,9.872293472290039,0.0
2003-08-29,9.943511009216309,0.0
2003-09-02,10.091050148010254,0.0
2003-09-03,10.170992851257324,0.0
